,scientific_name,park_name,observations,category,common_names,conservation_status
12713,Epipactis helleborine,Great Smoky Mountains National Park,84,Vascular Plant,Broadleaf Helleborine,Not Listed
12714,Hesperostipa comata ssp. comata,Bryce National Park,83,Vascular Plant,"Needle And Thread, Needleandthread",Not Listed
12715,Claytonia megarhiza,Yosemite National Park,167,Vascular Plant,Alpine Springbeauty,Not Listed
12716,Festuca paradoxa,Yosemite National Park,142,Vascular Plant,Clustered Fescue,Not Listed
12717,Myotis californicus,Yellowstone National Park,232,Mammal,"California Myotis, California Myotis, Californian Myotis",Species Of Concern
12718,Myotis californicus,Yellowstone National Park,232,Mammal,California Myotis,Species Of Concern
12719,Alnus serrulata,Great Smoky Mountains National Park,89,Vascular Plant,"Brook-Side Alder, Common Alder",Not Listed
12720,Polypremum procumbens,Yellowstone National Park,266,Vascular Plant,Juniper-Leaf,Not Listed
12721,Philomachus pugnax,Bryce National Park,103,Bird,Ruff,Not Listed
12722,Vaccinium myrtilloides,Yosemite National Park,155,Vascular Plant,"Sour-Top Blueberry, Velvetleaf Blueberry, Velvetleaf Huckleberry",Not Listed
12723,Draba praealta,Yosemite National Park,101,Vascular Plant,Tall Draba,Not Listed
12724,Parascalops breweri,Yellowstone National Park,256,Mammal,Hairy-Tailed Mole,Not Listed
12725,Arabis patens,Great Smoky Mountains National Park,62,Vascular Plant,Spreading Rockcress,Not Listed
12726,Whitneya dealbata,Bryce National Park,56,Vascular Plant,Mock Leopardbane,Not Listed
12727,Platanthera leucostachys,Bryce National Park,82,Vascular Plant,"Bog Orchid, Sierra Bog Orchid",Not Listed
12728,Linanthus montanus,Great Smoky Mountains National Park,79,Vascular Plant,Mustang Clover,Not Listed
12729,Parastrellus hesperus,Yosemite National Park,149,Mammal,Canyon Bat,Not Listed
12730,Phalaenoptilus nuttallii,Yellowstone National Park,231,Bird,Common Poorwill,Not Listed
12731,Sclerolinon digynum,Yosemite National Park,164,Vascular Plant,"Digynum Flax, Northwestern Yellowflax",Not Listed
12732,Crepis capillaris,Yosemite National Park,126,Vascular Plant,"Hawk's Beard, Smooth Hawksbeard",Not Listed
12733,Crepis capillaris,Yosemite National Park,126,Vascular Plant,"Smooth Hawksbeard, Smooth Hawk's-Beard",Not Listed
12734,Silphium trifoliatum var. trifoliatum,Bryce National Park,98,Vascular Plant,Whorled Rosinweed,Not Listed
12735,Camissonia lacustris,Great Smoky Mountains National Park,85,Vascular Plant,Grassland Suncup,Not Listed
12736,Asplenium pinnatifidum,Yosemite National Park,145,Vascular Plant,Lobed Spleenwort,Not Listed
12737,Inula helenium,Great Smoky Mountains National Park,77,Vascular Plant,Elecampane Inula,Not Listed
12738,Triteleia montana,Great Smoky Mountains National Park,76,Vascular Plant,Sierra Triteleia,Not Listed
12739,Draba oligosperma,Yosemite National Park,149,Vascular Plant,"Fewseed Draba, Glacier Draba",Not Listed
12740,Eupatorium,Yosemite National Park,144,Vascular Plant,Thoroughwort,Not Listed
12741,Dudleya cymosa ssp. cymosa,Yellowstone National Park,304,Vascular Plant,Canyon Liveforever,Not Listed
12742,Cistothorus palustris,Great Smoky Mountains National Park,108,Bird,Marsh Wren,Not Listed
12743,Sedum pulchellum,Great Smoky Mountains National Park,59,Vascular Plant,Widowscross,Not Listed
12744,Vinca major,Great Smoky Mountains National Park,84,Vascular Plant,Large Periwinkle,Not Listed
12745,Vinca major,Great Smoky Mountains National Park,84,Vascular Plant,"Bigleaf Periwinkle, Greater Periwinkle, Periwinkle",Not Listed
12746,Lupinus gracilentus,Yellowstone National Park,274,Vascular Plant,Green Slender Lupine,Not Listed
12747,Ranunculus recurvatus,Yosemite National Park,144,Vascular Plant,"Hooked Buttercup, Hooked Crowfoot",Not Listed
12748,Veronica officinalis,Yellowstone National Park,256,Vascular Plant,"Common Speedwell, Gypsy-Weed",Not Listed
12749,Gymnocladus dioicus,Yellowstone National Park,266,Vascular Plant,Kentucky Coffee-Tree,Not Listed
12750,Monardella sheltonii,Yosemite National Park,139,Vascular Plant,Shelton's Monardella,Not Listed
12751,Erigeron elmeri,Yellowstone National Park,257,Vascular Plant,Elmer's Erigeron,Not Listed
12752,Melica stricta,Yellowstone National Park,227,Vascular Plant,"Rock Melicgrass, Rock Oniongrass",Not Listed
12753,Homomallium adnatum,Great Smoky Mountains National Park,63,Nonvascular Plant,Homomallium Moss,Not Listed
12754,Antennaria parlinii ssp. fallax,Yosemite National Park,149,Vascular Plant,Parlin's Pussytoes,Not Listed
12755,Rosa carolina,Yellowstone National Park,266,Vascular Plant,Carolina Rose,Not Listed
12756,Agrostis thurberiana,Yellowstone National Park,244,Vascular Plant,Thurber's Bentgrass,Not Listed
12757,Pinus jeffreyi,Yellowstone National Park,273,Vascular Plant,"Black Pine, Jeffrey Pine, Jeffrey's Pine",Not Listed
12758,Arabis X divaricarpa,Bryce National Park,80,Vascular Plant,"Spreading Rockcress, Spreadingpod Rockcress",Not Listed
12759,Corvus corax,Yosemite National Park,142,Bird,Common Raven,Not Listed
12760,Gilia capitata ssp. mediomontana,Yosemite National Park,152,Vascular Plant,Foothill Gilia,Not Listed
12761,Celastrus scandens,Great Smoky Mountains National Park,103,Vascular Plant,Climbing Bittersweet,Not Listed
12762,Erigeron strigosus,Yellowstone National Park,251,Vascular Plant,"Daisy Fleabane, Daisy-Fleabane",Not Listed
12763,Erigeron strigosus,Yellowstone National Park,251,Vascular Plant,"Daisy Fleabane, Prairie Fleabane, Rough Fleabane",Not Listed
12764,Mimulus floribundus,Yosemite National Park,176,Vascular Plant,"Floriferous Monkeyflower, Manyflowered Monkeyflower, Purplestem Monkeyflower",Not Listed
12765,Carex tribuloides,Great Smoky Mountains National Park,41,Vascular Plant,"Blunt Broom Sedge, Sedge",Not Listed
12766,Corydalis flavula,Yellowstone National Park,245,Vascular Plant,"Corydalis, Golden Corydalis",Not Listed
12767,Artemisia spiciformis,Great Smoky Mountains National Park,79,Vascular Plant,Big Sagebrush,Not Listed
12768,Penstemon aridus,Bryce National Park,124,Vascular Plant,Stiffleaf Penstemon,Not Listed
12769,Leptochloa panicea ssp. brachiata,Great Smoky Mountains National Park,59,Vascular Plant,Mucronate Sprangeltop,Not Listed
12770,Hibiscus syriacus,Great Smoky Mountains National Park,67,Vascular Plant,"Rose-Of-Sharon, Rose-Of-Sharon, Shrubby Althea",Not Listed
12771,Kalmia microphylla,Yosemite National Park,148,Vascular Plant,"Alpine Bog Laurel, Alpine Laurel",Not Listed
12772,Rhus copallinum,Yosemite National Park,152,Vascular Plant,Flameleaf Sumac,Not Listed
12773,Astragalus bolanderi,Great Smoky Mountains National Park,75,Vascular Plant,Bolander's Milkvetch,Not Listed
12774,Lysimachia terrestris,Yosemite National Park,152,Vascular Plant,Earth Loosestrife,Not Listed
12775,Cirsium andersonii,Great Smoky Mountains National Park,79,Vascular Plant,"Anderson's Thistle, Rose Thistle",Not Listed
12776,Leptohymenium sharpii,Yosemite National Park,137,Nonvascular Plant,Sharp's Leptohymenium Moss,Species Of Concern
12777,Poa glauca ssp. rupicola,Bryce National Park,102,Vascular Plant,Timberline Bluegrass,Not Listed
12778,Carex preslii,Yosemite National Park,149,Vascular Plant,Presl's Sedge,Not Listed
12779,Geum rossii var. turbinatum,Great Smoky Mountains National Park,58,Vascular Plant,Ross' Avens,Not Listed
12780,Sorbus californica,Great Smoky Mountains National Park,67,Vascular Plant,California Mountain-Ash,Not Listed
12781,Selasphorus platycercus,Great Smoky Mountains National Park,75,Bird,Broad-Tailed Hummingbird,Not Listed
12782,Alliaria petiolata,Yellowstone National Park,240,Vascular Plant,Garlic Mustard,Not Listed
12783,Arabis lyallii var. lyallii,Great Smoky Mountains National Park,70,Vascular Plant,Lyall's Rockcress,Not Listed
12784,Muhlenbergia schreberi,Great Smoky Mountains National Park,70,Vascular Plant,"Drop-Seed, Schreber Muhly",Not Listed
12785,Muhlenbergia schreberi,Great Smoky Mountains National Park,70,Vascular Plant,"Nimblewill, Nimblewill Muhly",Not Listed
12786,Hirschfeldia incana,Great Smoky Mountains National Park,91,Vascular Plant,Shortpod Mustard,Not Listed
12787,Masticophis lateralis lateralis,Yosemite National Park,174,Reptile,California Striped Racer (Whipsnake),Not Listed
12788,Lontra canadensis,Great Smoky Mountains National Park,69,Mammal,River Otter,Not Listed
12789,Scrophularia desertorum,Yosemite National Park,160,Vascular Plant,"Desert Figwort, Mountain Figwort",Not Listed
12790,Juncus bryoides,Bryce National Park,95,Vascular Plant,Moss Rush,Not Listed
12791,Centaurea repens,Great Smoky Mountains National Park,72,Vascular Plant,"Hardheads, Russian Knapweed",Not Listed
12792,Lotus humistratus,Yellowstone National Park,228,Vascular Plant,"Foothill Deervetch, Maresfat",Not Listed
12793,Minuartia nuttallii,Yellowstone National Park,228,Vascular Plant,Nuttall's Sandwort,Not Listed
12794,Perilla frutescens,Bryce National Park,84,Vascular Plant,"Beefsteak Plant, Beef-Steak Plant",Not Listed
12795,Plantago tweedyi,Yellowstone National Park,245,Vascular Plant,Tweedy's Plantain,Not Listed
12796,Parietaria pensylvanica,Yellowstone National Park,241,Vascular Plant,"Pellitory, Pennsylvania Pellitory",Not Listed
12797,Parietaria pensylvanica,Yellowstone National Park,241,Vascular Plant,Pennsylvania Pellitory,Not Listed
12798,Juncus effusus var. pacificus,Yellowstone National Park,245,Vascular Plant,Pacific Rush,Not Listed
12799,Veronica peregrina ssp. xalapensis,Great Smoky Mountains National Park,95,Vascular Plant,"Hairy Purslane Speedwell, Neckweed",Not Listed
12800,Athyrium filix-femina,Great Smoky Mountains National Park,69,Vascular Plant,"Common Ladyfern, Ladyfern, Subarctic Ladyfern",Not Listed
12801,Hypericum gentianoides,Great Smoky Mountains National Park,89,Vascular Plant,"Orange-Grass St. John's-Wort, Pineweed",Not Listed
12802,Agrostis gigantea,Great Smoky Mountains National Park,57,Vascular Plant,Redtop,Not Listed
12803,Agrostis gigantea,Great Smoky Mountains National Park,57,Vascular Plant,"Black Bent, Redtop, Water Bentgrass",Not Listed
12804,Muhlenbergia tenuiflora,Bryce National Park,103,Vascular Plant,"Muhly, Slender Muhly",Not Listed
12805,Lontra canadensis,Yellowstone National Park,219,Mammal,River Otter,Not Listed
12806,Pachysandra terminalis,Yosemite National Park,127,Vascular Plant,Pachysandra,Not Listed
12807,Vaccinium pallidum,Yellowstone National Park,250,Vascular Plant,"Early Lowbush Blueberry, Pale Lowbush Blueberry",Not Listed
12808,Lactuca serriola,Yosemite National Park,150,Vascular Plant,Prickly Lettuce,Not Listed
12809,Lactuca serriola,Yosemite National Park,150,Vascular Plant,"China Lettuce, Prickly Lettuce, Wild Lettuce",Not Listed
12810,Festuca rubra,Yellowstone National Park,276,Vascular Plant,Red Fescue,Not Listed
12811,Festuca rubra,Yellowstone National Park,276,Vascular Plant,"Ravine Fescue, Red Fescue",Not Listed
12812,Vulpia octoflora var. glauca,Yosemite National Park,142,Vascular Plant,Sixweeks Fescue,Not Listed
12813,Gentianopsis simplex,Yosemite National Park,173,Vascular Plant,"Oneflower Fringed Gentian, Oneflower Gentian",Not Listed
12814,Mnium hornum,Yosemite National Park,134,Nonvascular Plant,Horn Calcareous Moss,Not Listed
12815,Symphyotrichum oblongifolium,Great Smoky Mountains National Park,82,Vascular Plant,Aromatic Aster,Not Listed
12816,Viola macloskeyi ssp. pallens,Yellowstone National Park,223,Vascular Plant,"Northern White Violet, Smooth White Violet",Not Listed
12817,Myotis ciliolabrum,Bryce National Park,89,Mammal,"Small-Footed Myotis, Western Small-Footed Bat, Western Small-Footed Myotis",Not Listed
12818,Myotis ciliolabrum,Bryce National Park,89,Mammal,Small-Footed Myotis,Not Listed
12819,Junco hyemalis hyemalis,Bryce National Park,109,Bird,Slate-Colored Junco,Not Listed
12820,Elymus glaucus,Great Smoky Mountains National Park,91,Vascular Plant,"Blue Wild Rye, Blue Wildrye",Not Listed
12821,Ulota hutchinsiae,Yellowstone National Park,287,Nonvascular Plant,Hutchins' Ulota Moss,Not Listed
12822,Fabronia ciliaris,Yosemite National Park,146,Nonvascular Plant,Fabronia Moss,Not Listed
12823,Carphophis amoenus helenae,Great Smoky Mountains National Park,79,Reptile,Midwest Worm Snake,Not Listed
12824,Claytonia lanceolata,Great Smoky Mountains National Park,73,Vascular Plant,Lanceleaf Springbeauty,Not Listed
12825,Actaea pachypoda,Great Smoky Mountains National Park,78,Vascular Plant,White Baneberry,Not Listed
12826,Bromus inermis,Bryce National Park,86,Vascular Plant,"Awnless Brome, Brome Grass",Not Listed
12827,Bombycilla cedrorum,Yosemite National Park,134,Bird,Cedar Waxwing,Not Listed
12828,Erigeron corymbosus,Great Smoky Mountains National Park,31,Vascular Plant,Longleaf Fleabane,Not Listed
12829,Ulota hutchinsiae,Yosemite National Park,145,Nonvascular Plant,Hutchins' Ulota Moss,Not Listed
12830,Erigeron lonchophyllus,Yosemite National Park,109,Vascular Plant,"Low-Meadow Fleabane, Shortray Boreal Daisy, Short-Ray Boreal-Daisy, Shortray Fleabane, Spearleaf Daisy",Not Listed
12831,Houstonia longifolia var. tenuifolia,Bryce National Park,66,Vascular Plant,Narrow-Leaved Bluets,Not Listed
12832,Platyhypnidium riparoides,Yellowstone National Park,289,Nonvascular Plant,Platyhypnidium Moss,Not Listed
12833,Cirsium vulgare,Great Smoky Mountains National Park,42,Vascular Plant,Bull Thistle,Not Listed
12834,Cirsium vulgare,Great Smoky Mountains National Park,42,Vascular Plant,"Bull Thistle, Common Thistle, Spear Thistle",Not Listed
12835,Carex aggregata,Great Smoky Mountains National Park,78,Vascular Plant,Glomerate Sedge,Not Listed
12836,Alopecurus carolinianus,Great Smoky Mountains National Park,71,Vascular Plant,"Carolina Foxtail, Tufted Foxtail",Not Listed
12837,Lemna minuta,Great Smoky Mountains National Park,81,Vascular Plant,Least Duckweed,Not Listed
12838,Polygala ambigua,Yosemite National Park,126,Vascular Plant,Whorled Milkwort,Not Listed
12839,Carex grisea,Bryce National Park,90,Vascular Plant,Inflated Narrow-Leaf Sedge,Not Listed
12840,Tsuga mertensiana,Bryce National Park,126,Vascular Plant,"Alpine Hemlock, Black Hemlock, Hemlock Spruce, Mountain Hemlock",Not Listed
12841,Prunus triloba,Yellowstone National Park,287,Vascular Plant,Flowering Almond,Not Listed
12842,Grimmia laevigata,Yellowstone National Park,229,Nonvascular Plant,Grimmia Dry Rock Moss,Not Listed
12843,Catalpa speciosa,Yosemite National Park,145,Vascular Plant,Northern Catalpa,Not Listed
12844,Poa trivialis,Bryce National Park,87,Vascular Plant,"Bluegrass, Scribner Bluegrass",Not Listed
12845,Poa trivialis,Bryce National Park,87,Vascular Plant,Rough Bluegrass,Not Listed
12846,Ranunculus sceleratus var. multifidus,Great Smoky Mountains National Park,70,Vascular Plant,"Blister Buttercup, Cursed Buttercup",Not Listed
12847,Rotala ramosior,Yellowstone National Park,249,Vascular Plant,"Rotala, Toothcup",Not Listed
12848,Rotala ramosior,Yellowstone National Park,249,Vascular Plant,"Lowland Rotala, Lowland Toothcup, Rotala",Not Listed
12849,Mniotilta varia,Yellowstone National Park,230,Bird,Black-And-White Warbler,Not Listed
12850,Avena barbata,Great Smoky Mountains National Park,61,Vascular Plant,"Slender Oat, Slender Oats, Slender Wildoat",Not Listed
12851,Stachys nuttallii,Great Smoky Mountains National Park,83,Vascular Plant,Hairy Hedge-Nettle,Not Listed
12852,Spiranthes cernua,Bryce National Park,92,Vascular Plant,"Nodding Ladies'-Tresses, Nodding Lady's Tresses",Not Listed
12853,Mimosa quadrivalvis var. angustata,Yosemite National Park,156,Vascular Plant,"Little-Leaf Sensitive-Briars, Sesitive-Brier, Catclaw",Not Listed
12854,Minuartia douglasii,Yosemite National Park,140,Vascular Plant,Douglas' Stitchwort,Not Listed
12855,Penstemon heterodoxus var. heterodoxus,Yosemite National Park,134,Vascular Plant,Sierra Beardtongue,Not Listed
12856,Viola lobata ssp. integrifolia,Yosemite National Park,139,Vascular Plant,Pine Violet,Not Listed
12857,Tiarella cordifolia var. collina,Yellowstone National Park,277,Vascular Plant,Wherry's Foamflower,Not Listed
12858,Lewisia disepala,Yellowstone National Park,265,Vascular Plant,"Yosemite Bitterroot, Yosemite Lewisia",Not Listed
12859,Pinus echinata,Great Smoky Mountains National Park,76,Vascular Plant,Short-Leaf Pine,Not Listed
12860,Chamaebatiaria millefolium,Bryce National Park,80,Vascular Plant,"Desert Sweet, Fernbush",Not Listed
12861,Buchnera americana,Yellowstone National Park,218,Vascular Plant,American Bluehearts,Not Listed
12862,Malva neglecta,Yellowstone National Park,262,Vascular Plant,"Common Mallow, Dwarf Cheeseweed",Not Listed
12863,Malva neglecta,Yellowstone National Park,262,Vascular Plant,"Buttonweed, Cheeseplant, Cheeseweed, Common Mallow, Dwarf Mallow, Roundleaf Mallow",Not Listed
12864,Cosmos sulphureus,Yosemite National Park,127,Vascular Plant,Sulphur Cosmos,Not Listed
12865,Senecio streptanthifolius,Yellowstone National Park,239,Vascular Plant,Cleftleaf Groundsel,Not Listed
12866,Stephanomeria tenuifolia,Great Smoky Mountains National Park,104,Vascular Plant,"Lesser Wirelettuce, Narrowleaf Wirelettuce, Uinta Wirelettuce, Wright's Wirelettuce",Not Listed
12867,Juncus subcaudatus var. subcaudatus,Yosemite National Park,143,Vascular Plant,Woodland Rush,Not Listed
12868,Sagina decumbens,Great Smoky Mountains National Park,67,Vascular Plant,"Pearlwort, Small-Flowered Pearlwort",Not Listed
12869,Acris crepitans crepitans,Yellowstone National Park,228,Amphibian,Northern Cricket Frog,Not Listed
12870,Bubulcus ibis,Great Smoky Mountains National Park,49,Bird,"Cattle Egret, Western Cattle Egret",Not Listed
12871,Cuphea viscosissima,Yosemite National Park,130,Vascular Plant,Clammy Cuphea,Not Listed
12872,Pyrus calleryana,Great Smoky Mountains National Park,83,Vascular Plant,Callery Pear,Not Listed
12873,Anas crecca,Yellowstone National Park,269,Bird,Green-Winged Teal,Not Listed
